country,province,city,updatedAt,stats,coordinates
US,Oklahoma,Cimarron,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '36.74817177', 'longitude': '-102.5173885'}"
US,Florida,Citrus,2020-03-23 23:19:34,"{'confirmed': '9', 'deaths': '0', 'recovered': '0'}","{'latitude': '28.84804315', 'longitude': '-82.47614748'}"
US,Oregon,Clackamas,2020-03-23 23:19:34,"{'confirmed': '14', 'deaths': '0', 'recovered': '0'}","{'latitude': '45.18787398', 'longitude': '-122.2179634'}"
US,Louisiana,Claiborne,2020-03-23 23:19:34,"{'confirmed': '2', 'deaths': '0', 'recovered': '0'}","{'latitude': '32.82308512', 'longitude': '-92.99526883'}"
US,Mississippi,Claiborne,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.97061673', 'longitude': '-90.90702196'}"
US,Tennessee,Claiborne,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '36.48319149', 'longitude': '-83.65947309'}"
US,Washington,Clallam,2020-03-23 23:19:34,"{'confirmed': '4', 'deaths': '0', 'recovered': '0'}","{'latitude': '48.04754642', 'longitude': '-123.92263190000001'}"
US,Michigan,Clare,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '43.98794227', 'longitude': '-84.84819859999998'}"
US,South Carolina,Clarendon,2020-03-23 23:19:34,"{'confirmed': '4', 'deaths': '1', 'recovered': '0'}","{'latitude': '33.66610974', 'longitude': '-80.21647898'}"
US,Pennsylvania,Clarion,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '41.19265812', 'longitude': '-79.42413524'}"
US,Arkansas,Clark,2020-03-23 23:19:34,"{'confirmed': '7', 'deaths': '0', 'recovered': '0'}","{'latitude': '34.04613432', 'longitude': '-93.17484713'}"
US,Idaho,Clark,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '44.28496071', 'longitude': '-112.35057040000001'}"
US,Illinois,Clark,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.33425789', 'longitude': '-87.78705622'}"
US,Indiana,Clark,2020-03-23 23:19:34,"{'confirmed': '4', 'deaths': '0', 'recovered': '0'}","{'latitude': '38.48015445', 'longitude': '-85.70510334'}"
US,Kansas,Clark,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.23577007', 'longitude': '-99.81883015'}"
US,Kentucky,Clark,2020-03-23 23:19:34,"{'confirmed': '2', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.9689263', 'longitude': '-84.14615986'}"
US,Missouri,Clark,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '40.41040752', 'longitude': '-91.73661677'}"
US,Nevada,Clark,2020-03-23 23:19:34,"{'confirmed': '126', 'deaths': '4', 'recovered': '0'}","{'latitude': '36.21458855', 'longitude': '-115.0130241'}"
US,Ohio,Clark,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.91592258', 'longitude': '-83.78498252'}"
US,South Dakota,Clark,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '44.85834507', 'longitude': '-97.72925109'}"
US,Washington,Clark,2020-03-23 23:19:34,"{'confirmed': '13', 'deaths': '3', 'recovered': '0'}","{'latitude': '45.77568046', 'longitude': '-122.48292040000001'}"
US,Wisconsin,Clark,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '44.73483377', 'longitude': '-90.61207486'}"
US,Alabama,Clarke,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.68099859', 'longitude': '-87.83548597'}"
US,Georgia,Clarke,2020-03-23 23:19:34,"{'confirmed': '14', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.95436462', 'longitude': '-83.37124007'}"
US,Iowa,Clarke,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '41.02868181', 'longitude': '-93.78499767'}"
US,Mississippi,Clarke,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '32.04158545', 'longitude': '-88.68896219999998'}"
US,Virginia,Clarke,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.11271747', 'longitude': '-77.99199425'}"
US,Oregon,Clatsop,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '45.99712889', 'longitude': '-123.660711'}"
US,Alabama,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.26984193', 'longitude': '-85.85836077'}"
US,Arkansas,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '36.36826212', 'longitude': '-90.4148172'}"
US,Florida,Clay,2020-03-23 23:19:34,"{'confirmed': '8', 'deaths': '2', 'recovered': '0'}","{'latitude': '29.98319144', 'longitude': '-81.85609986'}"
US,Georgia,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.62221166', 'longitude': '-84.97713865'}"
US,Illinois,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '38.75388572', 'longitude': '-88.48914513'}"
US,Indiana,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.39561833', 'longitude': '-87.11723506'}"
US,Iowa,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '43.08247182', 'longitude': '-95.15096481'}"
US,Kansas,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.34948772', 'longitude': '-97.16518128'}"
US,Kentucky,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.16451126', 'longitude': '-83.712575'}"
US,Minnesota,Clay,2020-03-23 23:19:34,"{'confirmed': '2', 'deaths': '0', 'recovered': '0'}","{'latitude': '46.89289518', 'longitude': '-96.48761922'}"
US,Mississippi,Clay,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.65358105', 'longitude': '-88.77784255'}"
US,Missouri,Clay,2020-03-23 23:19:34,"{'confirmed': '3', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.31132056', 'longitude': '-94.41850862'}"
US,Nebraska,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '40.52439441', 'longitude': '-98.05126296'}"
US,North Carolina,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.05704275', 'longitude': '-83.74353633'}"
US,South Dakota,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '42.91296147', 'longitude': '-96.97656917'}"
US,Tennessee,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '36.55151008', 'longitude': '-85.53930419'}"
US,Texas,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.78686685', 'longitude': '-98.20771198'}"
US,West Virginia,Clay,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '38.46231092', 'longitude': '-81.07652217'}"
US,Georgia,Clayton,2020-03-23 23:19:34,"{'confirmed': '18', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.54187245', 'longitude': '-84.35594188'}"
US,Iowa,Clayton,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '42.84443388', 'longitude': '-91.34133693'}"
US,Colorado,Clear Creek,2020-03-23 23:19:34,"{'confirmed': '3', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.68864463', 'longitude': '-105.6463118'}"
US,Pennsylvania,Clearfield,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '41.00110782', 'longitude': '-78.47592663'}"
US,Idaho,Clearwater,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '46.67459924', 'longitude': '-115.6622393'}"
US,Minnesota,Clearwater,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '47.57992111', 'longitude': '-95.37790562'}"
US,Alabama,Cleburne,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.67679204', 'longitude': '-85.52005899'}"
US,Arkansas,Cleburne,2020-03-23 23:19:34,"{'confirmed': '27', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.53864922', 'longitude': '-92.02640019'}"
US,Ohio,Clermont,2020-03-23 23:19:34,"{'confirmed': '5', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.04847534', 'longitude': '-84.15375786'}"
US,Arkansas,Cleveland,2020-03-23 23:19:34,"{'confirmed': '3', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.89723187', 'longitude': '-92.18537045'}"
US,North Carolina,Cleveland,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.33553364', 'longitude': '-81.55204486'}"
US,Oklahoma,Cleveland,2020-03-23 23:19:34,"{'confirmed': '16', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.20413532', 'longitude': '-97.32519562'}"
US,Georgia,Clinch,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '30.91395822', 'longitude': '-82.70432472'}"
US,Illinois,Clinton,2020-03-23 23:19:34,"{'confirmed': '3', 'deaths': '0', 'recovered': '0'}","{'latitude': '38.60704876', 'longitude': '-89.42385254'}"
US,Indiana,Clinton,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '40.30319754', 'longitude': '-86.47277257'}"
US,Iowa,Clinton,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '41.89981633', 'longitude': '-90.53275096'}"
US,Kentucky,Clinton,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '36.72581156', 'longitude': '-85.13377529'}"
US,Michigan,Clinton,2020-03-23 23:19:34,"{'confirmed': '2', 'deaths': '0', 'recovered': '0'}","{'latitude': '42.94400871', 'longitude': '-84.60145248'}"
US,Missouri,Clinton,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.6013098', 'longitude': '-94.40465394'}"
US,New York,Clinton,2020-03-23 23:19:34,"{'confirmed': '4', 'deaths': '0', 'recovered': '0'}","{'latitude': '44.74530905', 'longitude': '-73.67875352'}"
US,Ohio,Clinton,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.41485808', 'longitude': '-83.80852286'}"
US,Pennsylvania,Clinton,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '41.23255967', 'longitude': '-77.63785995'}"
US,Kansas,Cloud,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.48028352', 'longitude': '-97.64925343'}"
US,Mississippi,Coahoma,2020-03-23 23:19:34,"{'confirmed': '8', 'deaths': '0', 'recovered': '0'}","{'latitude': '34.22772299', 'longitude': '-90.60415045'}"
US,Oklahoma,Coal,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '34.58840127', 'longitude': '-96.29798747'}"
US,Georgia,Cobb,2020-03-23 23:19:34,"{'confirmed': '79', 'deaths': '2', 'recovered': '0'}","{'latitude': '33.94243204', 'longitude': '-84.5761255'}"
US,Arizona,Cochise,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.87934684', 'longitude': '-109.7516088'}"
US,Texas,Cochran,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.60425307', 'longitude': '-102.82844990000001'}"
US,Tennessee,Cocke,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.9278914', 'longitude': '-83.11828725'}"
US,Arizona,Coconino,2020-03-23 23:19:34,"{'confirmed': '17', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.83883429', 'longitude': '-111.77071780000001'}"
US,South Dakota,Codington,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '44.97788119', 'longitude': '-97.18827677'}"
US,Alabama,Coffee,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.39932826', 'longitude': '-85.98901039'}"
US,Georgia,Coffee,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.54892966', 'longitude': '-82.85492059999999'}"
US,Tennessee,Coffee,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.49090731', 'longitude': '-86.07311784'}"
US,Kansas,Coffey,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '38.2365018', 'longitude': '-95.73379515'}"
US,Texas,Coke,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.88911733', 'longitude': '-100.5297533'}"
US,Alabama,Colbert,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '34.69847452', 'longitude': '-87.80168544'}"
US,Missouri,Cole,2020-03-23 23:19:34,"{'confirmed': '5', 'deaths': '0', 'recovered': '0'}","{'latitude': '38.50455671', 'longitude': '-92.27860244'}"
US,Texas,Coleman,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.76736834', 'longitude': '-99.45240766'}"
US,Illinois,Coles,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.51949084', 'longitude': '-88.22358557'}"
US,Nebraska,Colfax,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '41.57486951', 'longitude': '-97.0868542'}"
US,New Mexico,Colfax,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '36.60569702', 'longitude': '-104.64726740000002'}"
US,South Carolina,Colleton,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '32.87582989', 'longitude': '-80.67641292'}"
US,Florida,Collier,2020-03-23 23:19:34,"{'confirmed': '39', 'deaths': '0', 'recovered': '0'}","{'latitude': '26.11091986', 'longitude': '-81.34687065'}"
US,Texas,Collin,2020-03-23 23:19:34,"{'confirmed': '38', 'deaths': '1', 'recovered': '0'}","{'latitude': '33.18820114', 'longitude': '-96.57264368'}"
US,Texas,Collingsworth,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '34.96489496', 'longitude': '-100.27001109999999'}"
US,Virginia,Colonial Heights,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.26420587', 'longitude': '-77.39609676'}"
US,Texas,Colorado,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '29.622097999999998', 'longitude': '-96.5273805'}"
US,Georgia,Colquitt,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.18810588', 'longitude': '-83.7677946'}"
US,Arkansas,Columbia,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.21230701', 'longitude': '-93.22642793'}"
US,Florida,Columbia,2020-03-23 23:19:34,"{'confirmed': '2', 'deaths': '0', 'recovered': '0'}","{'latitude': '30.22509788', 'longitude': '-82.62160164'}"
US,Georgia,Columbia,2020-03-23 23:19:34,"{'confirmed': '3', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.54534185', 'longitude': '-82.263524'}"
US,New York,Columbia,2020-03-23 23:19:34,"{'confirmed': '17', 'deaths': '0', 'recovered': '0'}","{'latitude': '42.24819348', 'longitude': '-73.63089095'}"
US,Oregon,Columbia,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '45.94464254', 'longitude': '-123.08908980000001'}"
US,Pennsylvania,Columbia,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '41.04821986', 'longitude': '-76.40565017'}"
US,Washington,Columbia,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '46.29442881', 'longitude': '-117.9051983'}"
US,Wisconsin,Columbia,2020-03-23 23:19:34,"{'confirmed': '5', 'deaths': '0', 'recovered': '0'}","{'latitude': '43.46492199', 'longitude': '-89.33589004'}"
US,Ohio,Columbiana,2020-03-23 23:19:34,"{'confirmed': '2', 'deaths': '0', 'recovered': '0'}","{'latitude': '40.76932373', 'longitude': '-80.78094576'}"
US,North Carolina,Columbus,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '34.26744084', 'longitude': '-78.65801424'}"
US,California,Colusa,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.17881957', 'longitude': '-122.2331726'}"
US,Texas,Comal,2020-03-23 23:19:34,"{'confirmed': '3', 'deaths': '0', 'recovered': '0'}","{'latitude': '29.80811278', 'longitude': '-98.27647225'}"
US,Kansas,Comanche,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.19114520000001', 'longitude': '-99.27113247'}"
US,Oklahoma,Comanche,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '34.65973764', 'longitude': '-98.47195055'}"
US,Texas,Comanche,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.94854689', 'longitude': '-98.55876441'}"
US,Texas,Concho,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.32635934', 'longitude': '-99.86473038'}"
US,Louisiana,Concordia,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.44817835', 'longitude': '-91.63814433'}"
US,Alabama,Conecuh,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.43401703', 'longitude': '-86.99320044'}"
US,Colorado,Conejos,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.201606', 'longitude': '-106.19174879999998'}"
US,California,Contra Costa,2020-03-23 23:19:34,"{'confirmed': '71', 'deaths': '1', 'recovered': '0'}","{'latitude': '37.91923498', 'longitude': '-121.9289527'}"
US,Wyoming,Converse,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '42.97272268', 'longitude': '-105.5081848'}"
US,Arkansas,Conway,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.26205537', 'longitude': '-92.70506566'}"
US,Georgia,Cook,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.16068491', 'longitude': '-83.42947229'}"
US,Illinois,Cook,2020-03-23 23:19:34,"{'confirmed': '922', 'deaths': '9', 'recovered': '0'}","{'latitude': '41.84144849', 'longitude': '-87.81658794'}"
US,Minnesota,Cook,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '47.90504893', 'longitude': '-90.52629546'}"
US,Texas,Cooke,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.63979567', 'longitude': '-97.21240912'}"
US,Missouri,Cooper,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '38.844478', 'longitude': '-92.80896081'}"
US,New Hampshire,Coos,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '44.69063265', 'longitude': '-71.30633239'}"
US,Oregon,Coos,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '43.17406868', 'longitude': '-124.0594514'}"
US,Alabama,Coosa,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '32.93690146', 'longitude': '-86.24847739'}"
US,Mississippi,Copiah,2020-03-23 23:19:34,"{'confirmed': '4', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.86977774', 'longitude': '-90.44565118'}"
US,South Dakota,Corson,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '45.70889983', 'longitude': '-101.1970473'}"
US,New York,Cortland,2020-03-23 23:19:34,"{'confirmed': '2', 'deaths': '0', 'recovered': '0'}","{'latitude': '42.59509207', 'longitude': '-76.07048931'}"
US,Texas,Coryell,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.39078397', 'longitude': '-97.79936155'}"
US,Ohio,Coshocton,2020-03-23 23:19:34,"{'confirmed': '3', 'deaths': '0', 'recovered': '0'}","{'latitude': '40.30096166', 'longitude': '-81.91729018'}"
US,Colorado,Costilla,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.27732493', 'longitude': '-105.4276548'}"
US,Texas,Cottle,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '34.07783319', 'longitude': '-100.27850620000001'}"
US,Oklahoma,Cotton,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '34.28845626', 'longitude': '-98.37053567'}"
US,Minnesota,Cottonwood,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '44.00715262', 'longitude': '-95.18138802'}"
US,Alabama,Covington,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.247785399999998', 'longitude': '-86.45050893'}"
US,Mississippi,Covington,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.63225413', 'longitude': '-89.55389939'}"
US,Virginia,Covington,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.7824656', 'longitude': '-79.98631446'}"
US,Georgia,Coweta,2020-03-23 23:19:34,"{'confirmed': '9', 'deaths': '0', 'recovered': '0'}","{'latitude': '33.35334302', 'longitude': '-84.76129976'}"
US,Kansas,Cowley,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.23781842', 'longitude': '-96.83776647'}"
US,Washington,Cowlitz,2020-03-23 23:19:34,"{'confirmed': '3', 'deaths': '0', 'recovered': '0'}","{'latitude': '46.19074721', 'longitude': '-122.6782231'}"
US,Oklahoma,Craig,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '36.76268118', 'longitude': '-95.20916602'}"
US,Virginia,Craig,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.48133648', 'longitude': '-80.21072274'}"
US,Arkansas,Craighead,2020-03-23 23:19:34,"{'confirmed': '4', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.83018283', 'longitude': '-90.63235729'}"
US,Texas,Crane,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.43052248', 'longitude': '-102.5143314'}"
US,North Carolina,Craven,2020-03-23 23:19:34,"{'confirmed': '2', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.11833364', 'longitude': '-77.08398081'}"
US,Arkansas,Crawford,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.58928601', 'longitude': '-94.2446814'}"
US,Georgia,Crawford,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '32.71391813', 'longitude': '-83.98061238'}"
US,Illinois,Crawford,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '39.0032229', 'longitude': '-87.75954624'}"
US,Indiana,Crawford,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '38.28814402', 'longitude': '-86.44518825'}"
US,Iowa,Crawford,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '42.03718237', 'longitude': '-95.3819718'}"
US,Kansas,Crawford,2020-03-23 23:19:34,"{'confirmed': '2', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.50675523', 'longitude': '-94.85245778'}"
US,Michigan,Crawford,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '44.68255561', 'longitude': '-84.61006219'}"
US,Missouri,Crawford,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.97663738', 'longitude': '-91.30528104'}"
US,Ohio,Crawford,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '40.85065156', 'longitude': '-82.91989099'}"
US,Pennsylvania,Crawford,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '41.68447709', 'longitude': '-80.10760592'}"
US,Wisconsin,Crawford,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '43.23870316', 'longitude': '-90.93073686'}"
US,Oklahoma,Creek,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.90230551', 'longitude': '-96.37086028'}"
US,Alabama,Crenshaw,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.72941803', 'longitude': '-86.31593104'}"
US,Georgia,Crisp,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '31.92289565', 'longitude': '-83.76811843'}"
US,Arkansas,Crittenden,2020-03-23 23:19:34,"{'confirmed': '1', 'deaths': '0', 'recovered': '0'}","{'latitude': '35.21247318', 'longitude': '-90.30839406'}"
US,Kentucky,Crittenden,2020-03-23 23:19:34,"{'confirmed': '0', 'deaths': '0', 'recovered': '0'}","{'latitude': '37.35839237', 'longitude': '-88.08826090000002'}"
